"country","who_region","classification","infections_mean","infections_min","infections_max","cases_mean","cases_min","cases_max","deaths_mean","deaths_min","deaths_max","dalys_mean","dalys_min","dalys_max"
"Sudan","EasternMed","Epidemic",404664.015296361,162355.396826469,714780.528784761,202332.00764818,81177.6984132346,357390.26439238,285.276144315478,112.937551607981,507.688320351802,15118.9182280955,5933.21579770192,27125.503032411
"Suriname","Americas","Epidemic",3553.89531328876,0,10436.3930093963,1776.94765664438,0,5218.19650469814,2.57811086933728,0,7.70655044868523,133.42660966756,0,403.624610831636
"Swaziland","Africa","Epidemic",7799.96851214897,0,21813.1800445933,3899.98425607448,0,10906.5900222967,5.50175838476288,0,15.71369177449,257.622840404613,0,745.005438460306
"Sweden","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Switzerland","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Syria","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Tajikistan","SoutheastAsia","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania","Africa","Endemic",871431.831408869,440171.302160537,1615031.5329906,435715.915704434,220085.651080268,807515.766495301,667.201902892682,330.324757389667,1269.58676337556,37701.1756301526,18450.9642998016,72786.1164364487
"Thailand","SoutheastAsia","Epidemic",568420.801951425,286136.233520779,902891.47497521,284210.400975712,143068.116760389,451445.737487605,420.022020164644,210.944986547757,669.649423549848,17316.3262151441,8634.63290701387,27889.8663793178
"Togo","Africa","Epidemic",55598.6032773929,0,153022.455747843,27799.3016386965,0,76511.2278739217,40.8480515155818,0,114.707463476516,2048.04367981818,0,5830.11581852766
"Trinidad_and_Tobago","Americas","Epidemic",8164.22615442034,0,22468.5755088153,4082.11307721017,0,11234.2877544076,5.85229533393277,0,16.3385883021063,271.375969423145,0,779.571213966153
"Tunisia","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Turkey","Europe","Epidemic",13783.6938192247,788.517071549072,47063.2224371187,6891.84690961233,394.258535774536,23531.6112185594,9.32603964253216,0.533150929213392,31.8522084034969,445.510730184105,25.4424764229326,1522.13757640182
"Turkmenistan","SoutheastAsia","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Uganda","Africa","Epidemic",301715.554581723,92189.9147166831,605761.85183355,150857.777290861,46094.9573583416,302880.925916775,225.136623245396,67.9684111616986,456.4961124931,12385.1223721218,3727.55453521289,25201.6367881149
"Ukraine","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"United_Arab_Emirates","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"United_Kingdom","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"United_States_of_America","Americas","Epidemic",7694.76941038147,0,21098.1185362978,3847.38470519074,0,10549.0592681489,6.15924880351832,0,17.0907779259444,258.172115842154,0,726.964101816537
"Uruguay","Americas","Epidemic",18338.2797221465,0,53317.7704405396,9169.13986107326,0,26658.8852202698,15.0265437441352,0,44.1923636296207,654.317755810523,0,1987.9856085918
"Uzbekistan","SoutheastAsia","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Vanuatu","WesternPacific","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela","Americas","Epidemic",155713.050802468,35657.7966668105,315767.508377835,77856.5254012339,17828.8983334052,157883.754188917,115.349790329354,25.9475257372498,236.590996923308,5791.49727355998,1279.26721827584,11941.7073038275
