"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
86,"GHA","Ghana","GHA15_2","Western",2,10991.6362523039,11413.4713340499,8546.22973508548,10989.6358485153,11029.5426662013,12985.4036588685,11561.0353299831,14488.4684179598,7788.76832108621,11432.0800844937,10481.9738906934,11968.0063123961,11150.6990623072,11782.4215368376,11807.3712034468,9314.68267995529,10011.7435633494,9137.84700024483,12055.5955073949,13004.1924705845,9791.50063463725,12446.2362235245,10113.1522711211,11980.9369467892,13425.624452445,10533.5606658216,7331.97141454327,12513.5118093124,11641.0012619628,8770.03423596894,10743.5027592368,11123.1224267925,10636.466579427,11230.2857428162,8720.51974004577,7939.27037588752,10552.9446860673,9507.34882421446,9517.11379583417,12543.4377274384,13777.9560288644,9558.05511832514,11598.8113892933,13638.1874835555,10561.3307316743,10325.3768037637,14070.5703891568,11619.443063811,6102.06892839356,12360.4481802768,14250.5318296873,9272.74526366137,11776.495866939,11791.2711913818,11403.2234052651,15009.4603007708,13278.2116580571,10589.800318486,13847.2094101343,11231.5440944592,11128.4902138326,11561.492925812,14813.1822861822,10279.9901136132,10598.5280789313,13514.5157919632,12415.3128098323,12270.8503257088,10918.8466031625,8951.42217106244,11377.3581842747,10495.3179102246,11423.2358938694,11587.7589666043,10875.7387689093,11769.8896906878,8917.28171418128,10209.0257803602,9983.11446455989,9581.46239838591,11396.7201256254,8957.25436159703,10195.760737721,9873.38258536147,13194.999365517,13420.5004769976,11624.5276829862,14259.9349982246,11013.2369169892,9883.65880212331,12223.1790872003,11581.8287591758,9722.21451650384,10764.4856411409,11576.8966659605,12299.6341206724,10985.4946613205,10873.6139750375,10521.8435404064,13041.2412062195
87,"GHA","Ghana","GHA16_2","Western North",2,4226.0813594242,4377.10271615313,3810.03215521929,4357.10835082487,4863.50635472645,4976.22961781351,4257.40028605199,4355.18132562504,3497.98495725353,3586.2465233808,4062.66837278605,4453.16908946653,3749.71845662377,5055.87870177175,4638.17285600313,4830.46599974481,4365.39503219344,5672.56957033668,4322.44807426328,4312.14964810069,4617.58683062415,5619.74714053631,5796.25862317333,4827.40808895621,4759.3198939946,4250.66651116147,4527.82046981173,2817.05758961538,4241.28144400872,4474.15082314575,3613.4690997571,5330.71496623799,3804.18923760464,4355.39110959488,4641.917678595,3258.59483598387,3850.08855010997,3614.75687436796,5267.42785393558,3358.04881497006,4218.91077014468,3322.27870016322,3944.81426115787,5006.23623884775,4507.08043518113,4552.94379527846,4466.6924422912,3542.63185762646,4077.39779950121,4333.34424672981,4413.41010815303,3104.45542129558,4891.35976162412,4907.6803727213,5236.69601042647,5661.21874793207,4506.00247889073,3949.2957310336,5166.02899494122,4317.64726949941,4264.96555223046,4332.9685437428,4446.77741869212,4901.10913996528,5842.02307586937,4334.15053307366,4441.28133076621,4671.42600010056,4218.20476985898,5011.65530006892,4752.79465996116,4515.84832441958,4775.74372701351,3553.02168563151,3949.67213540379,4500.91288621828,5166.55723874721,3829.76355584353,3876.58881146573,4018.35209557862,3899.35834307084,4115.42160770005,4132.25387829917,4477.00213136839,3681.09388816654,4770.10008602486,4092.29828360926,4081.60856418145,4170.23614325845,4772.83170276044,5548.84202416831,4859.47103577217,5360.46007831461,3674.90019690535,3675.52822459526,5790.75295282434,5276.56226466274,3192.7252164578,3015.52452923284,3408.83572717582
88,"CIV","Cote d'Ivoire","CIV.1_1","Abidjan",2,34855.5023379264,36205.4508294784,33742.4609549206,33775.4872883456,29005.4952264343,28664.1000712067,32908.4622894208,26370.1005573413,30286.331904173,31096.3628789777,30110.4663200879,30015.1794688692,32506.7104363335,39005.2532856325,38958.1150733579,39823.9702595335,30510.3424263744,28675.8546292621,32392.0045116069,24381.5919240762,32665.5379231733,28617.0225283655,32318.1556605667,39636.8237638655,34313.5647603006,35829.5474685311,19128.929262754,43226.2603216407,31711.1470029065,33308.4374757975,34398.2540666341,24883.2503229254,29597.5909565851,29529.7767339836,27515.5764891654,28660.1448744416,28316.1166069752,28406.5583022216,24684.1785423554,33546.3769647569,32857.8496029338,31342.0236295275,34722.827663417,28600.1949414728,37336.9626901134,30381.3209579167,33921.5468278838,39133.9591158387,31159.5846078586,43902.8995196139,34117.1902932315,28723.4592378765,30559.7119783522,31968.3209002938,30281.9892959141,27630.7319372664,37947.6143795231,41385.779192766,36722.8580132361,35405.40928539,31232.2651131085,27220.142816544,30801.9963212092,32226.7233518135,35855.1517286052,32033.6853250447,34423.4111785195,27059.2753827075,28684.0492066316,37239.8180485794,29715.7080651846,34998.1096503769,36305.0737732316,32380.1771302261,31771.1821893497,27418.55638514,30737.8273539827,38237.8878026219,35014.6546943071,38990.0616382128,35706.741599088,28882.9710603772,31086.9098228335,30619.7120018435,34301.1515886284,27438.3788126696,31059.4803413441,29405.5261389988,36480.1181231688,28347.1704857401,31771.9027507211,32829.7081881189,29217.2760353032,36778.9603660557,37319.9689047307,28948.7207721546,31721.9517147869,35162.1555654709,29911.3821450717,32393.6902938649
89,"CIV","Cote d'Ivoire","CIV.2_1","Bas-Sassandra",2,20888.4019908253,16874.1135221138,14317.1298441315,14610.338948245,18016.5436596935,17737.797092966,15216.240910375,16610.5373318749,16328.0506860697,12376.1032255108,15477.7171956394,18046.9620333378,15906.1062927018,15698.2079857607,16181.4069872013,10347.9057219962,15599.5017901365,15390.6778368013,16210.1046757572,19549.2647692054,13837.422374368,19600.057884126,17846.897791117,16455.4498547589,15942.6123559058,17086.4999162586,16363.67298706,13890.895764855,17450.8797044854,14771.5663805962,18631.5940146882,12920.0413962053,12836.1383539794,14577.4148481794,21912.9846953097,16969.3186573348,15125.7820675983,17026.0014241116,16378.7316319864,15896.6603169037,16288.1024430026,17235.1786211643,14818.6812870142,17683.559593177,13043.7945407006,16357.7658694462,14772.4217067759,14927.4426351614,11893.9632296525,17867.5804472839,13062.9104133292,16613.0043282908,15034.3967146483,12077.163482774,15152.2690451351,13082.3730154881,13555.1207303863,20738.398310683,12260.2841741224,17511.5453703218,14502.2328172556,14419.2495588565,19175.7767462779,14606.7448322375,16385.1722071209,22102.8011325017,14922.321410168,16149.6931619056,13187.2881132683,14698.0458646164,15481.9140965862,14967.7109850438,13226.1000795469,16432.4728958252,16450.4322692886,13801.0960278719,13883.1754210074,13641.4003847511,15483.7027690649,16416.8330003017,15819.6166425595,19060.4941353029,16721.3823600068,18554.8409495786,16179.5346325245,16954.1795600989,16687.503945884,16952.1261908584,13154.6597651503,12090.1846881796,13496.9517888931,14238.3685174356,12491.3248298256,12025.5137630135,19140.9850736329,18559.3310498252,13435.8146321348,15877.8560942305,13448.0529679359,18208.6615742844
90,"CIV","Cote d'Ivoire","CIV.3_1","Comoé",2,7825.8718641167,6605.95378511166,9310.51232959645,7568.69954432104,7706.76093822251,8966.17469704009,10318.5627508104,8379.49495465752,7692.98417559455,9290.24969606022,7039.41094430614,8099.10514588061,9392.02326933161,8109.57029073044,8665.79745964568,8876.45763488238,9330.33228653028,7036.28566574752,7643.20377710192,7026.68814025435,8333.15817018192,8401.92461196167,8656.16598380973,8127.8381126458,9582.95769757342,8697.60902338215,7937.24074520853,8844.91677473566,7336.27027756307,8770.58663439879,8458.01699824449,8590.94051434039,11170.3760585192,7873.83360974648,9034.24229565892,8105.5059938326,7283.13877676515,7389.14982874941,8333.0688577049,6984.64765483386,7498.65505534461,9296.84190539825,7790.19064965114,8800.18896362997,11252.7435613245,9775.23936359643,9827.91667293909,6790.14711435079,8067.84791783236,9016.19536571659,8038.57732256395,7117.36588898732,7402.67734366197,8549.82939084587,8214.07161207352,9827.57829791171,7246.46973663381,9813.36754161522,8092.21255850191,9651.51783739344,8577.31981553624,6378.33411521979,9037.9918234616,6297.07050876584,7388.36100263537,9684.94307858984,10236.6635435438,10006.9488284661,9862.67618717815,9999.88226183469,8817.05949747496,11565.5725008513,10173.250817272,8055.50063528135,11463.459919658,7790.30111432021,4256.5577026116,9134.96212017518,6916.68993045727,7849.85327640491,8524.16986839531,7595.31859622025,8320.31604209934,10090.6266887807,8130.04887999044,9616.80810938838,6453.56854756952,6585.73670375961,8241.79978208892,10023.4836757507,9889.46724805584,7766.72836354225,6589.07354002041,9363.00399364991,8668.03947007874,7946.98593669238,8229.01537647989,10715.6515983853,7789.28616428488,9977.20017474159
91,"CIV","Cote d'Ivoire","CIV.4_1","Denguélé",2,3136.25379234757,3036.00248747317,3348.98437674985,2972.17195179884,3277.56965158941,3155.2710255171,3381.83299513586,2997.74061524937,3352.07190989537,3317.0771286023,3351.81068470723,2975.43431675083,3296.27240071378,3077.85995608367,3435.29292672382,3255.50484836258,3413.04111913153,3152.18412378886,2736.77453748314,3368.8609228937,3141.31372291261,3014.01927104556,3223.47971320572,3470.08571519639,3154.35209621765,3289.20083207655,3237.65604718219,3510.63262451239,3241.49131955804,3129.40168088767,3196.75284530393,3529.0437415958,2982.41746750181,2901.00255108338,2996.7723390537,2992.20713487995,3310.44079523852,3022.56057420411,2996.89026794408,2903.38143252934,3282.18221669725,3141.64606144372,3438.96422234357,3736.85100517205,3063.08536005474,2866.16642076818,3495.75245047856,3899.04730450066,3390.67086550013,2858.83177652322,3170.19808827369,3598.3178920678,3340.22685499361,3330.78429487263,3762.74018010701,3734.86764507076,3226.82787886307,3310.09505495003,3179.21444584439,3113.86921682329,3532.69508672243,3028.36088621528,3295.74668873777,3533.32921353229,2917.76199380651,3214.10516299037,3362.66137969314,2883.69799388459,3287.30481962958,3230.94654056175,3278.64789509722,3134.13411160513,3344.65338504428,3244.0900437051,2984.79848884622,3183.78393842216,2868.10904547658,3300.11887665975,3505.81173623616,2674.02433998627,3537.70800119473,2872.88256790209,3513.73627308469,2930.24792992844,3190.88347744036,2952.8788209295,3092.28633488038,2821.35874819207,2682.13808098524,3175.22451561814,3427.71652568488,3642.55593557099,2969.17744766651,3425.19323815862,2868.59647820672,3109.40425634997,3555.47170665298,3171.23449075969,3223.18458890537,2885.88644833293
92,"CIV","Cote d'Ivoire","CIV.5_1","Gôh-Djiboua",2,11074.7443185762,13241.7491638373,12605.4968028093,12011.5810916553,14186.7631202399,11456.9520706781,12263.5273737969,10028.8350984823,15061.0005152071,10118.4956094462,8285.83742717578,12963.8609884037,10435.2749777648,10505.6979684864,13633.9008570434,12299.3267481583,10346.1537993448,8740.64302006651,12162.2147825868,9715.91639655305,9953.71320286095,8483.1617229782,7243.00949206741,13185.0528407146,11172.4450025151,11238.3101501424,13941.053361496,9295.89958769864,10843.7842840519,10328.2787241349,11973.4888524833,11896.283940829,10075.5563466073,11743.317409415,10064.7180197448,11888.5664879469,10154.2307850059,11682.5164312591,15171.2160607402,10472.2949454507,10630.927559882,10954.885863699,12587.6651319057,12198.8632549511,7343.62317384962,10769.8095908281,10936.2082187764,8712.7033826774,12568.385025093,8316.95158330064,12274.9878460921,10835.3517324954,11749.9115964153,10197.3845539388,10162.4321015045,10692.5473372221,12265.2179045732,9541.89846406603,13791.6350334,8282.43625708104,11032.3390775282,10112.1781363406,11178.592705968,11061.4074873728,11985.2442854091,12608.2687929771,11036.2011575786,11267.5784651627,11554.2279530363,10747.6781205969,10955.0684171455,10179.9819955843,13025.5304130237,8809.09891107009,11322.5196835365,8346.28944169081,12336.147919171,12452.9529789665,8319.62584402609,14151.8760574734,11435.245890822,11980.9471145139,10659.5206896247,11581.5056091888,9963.61359505336,11467.2680339479,10495.5985095266,12666.2294077022,10207.3858258606,11520.6694736634,12402.0516750515,10994.2829090402,11207.1646180746,12804.9869955792,12851.9807110584,11724.1579093233,12084.4731228401,14585.5743762408,11854.8543334818,10627.0130146888
93,"CIV","Cote d'Ivoire","CIV.6_1","Lacs",2,8718.70447561352,9603.82076241047,7857.867478911,6187.38755108611,8927.09363254437,9999.27978425762,6835.5994988447,9215.19573516993,9272.26799253734,9331.56998636335,7577.56595474478,9863.74965113621,8628.63561808351,9092.47212183244,8071.09913725605,9169.11864863775,10439.0413461212,9974.82321141349,7723.94437447562,7437.84047234808,9269.96407282456,11500.7395016795,7702.96329041491,8309.98225286454,8929.32409686608,8161.5135096132,8380.54308102748,8792.31416204661,10538.4310839943,10744.4502296347,11698.4823751137,7265.47689890023,11715.6552071115,8681.37456140447,9107.73019252902,9154.43941379057,8952.223009193,9216.05440110504,9068.4123405992,7948.51679750511,12427.509739478,9914.13364768432,9935.92863248356,10570.8488708456,9571.69351112787,8210.38299425934,8078.23231184349,8760.10503894149,7221.66942283648,11471.7999536979,8486.00503827265,7531.86276291291,7928.53522611391,8446.08369165439,8749.12133888935,7905.97537578425,8960.49960376689,10242.8269349046,10400.1894644445,8764.75877680375,8916.53366688686,8081.56316724022,9170.59724314694,11264.1281456486,10632.2565891358,11336.1555975883,7930.20607245156,11328.5833305815,7845.48232196762,10512.3689536104,8697.98587978979,10092.1000792241,9081.18595826855,9104.51253537935,9918.19339843745,9624.33109865204,10326.4604497244,10324.8767351508,8007.09120619742,9479.78694505504,9900.09564730888,9067.87598109931,6713.60185673067,10051.1599531592,8073.55826837208,9521.5333346481,10789.2363170977,10219.8550854478,10264.3064863423,9166.09447445335,9225.81801992286,10471.4353916584,9638.71343241187,8786.23555044742,9614.31061506612,8906.43821024083,7712.52447856117,8389.68799734446,10005.9897018868,8379.25160675799
94,"CIV","Cote d'Ivoire","CIV.7_1","Lagunes",2,8692.27476106374,9609.94867951548,8675.09986927804,8463.90451648484,8911.90307553265,9197.49806265698,7389.62602701113,11858.7916625012,8185.51272933605,11184.1245293032,9951.38535169693,7083.91184387187,11020.1350940513,9303.03750340616,11152.1033984186,10420.6909068804,7545.84489547824,12394.6177962867,10083.0971113977,12256.7904014268,12793.5118638652,9091.25258921081,9593.24616147076,9673.20088143664,7568.51970105086,11024.5560284896,11153.5756805084,11405.7590736069,8302.46275341328,10677.181368164,12544.6204778732,10543.0946443604,9561.46569956726,10129.4312889623,13978.8117131797,10666.5478305928,10177.7700861087,11720.4149091813,9923.43905264111,8747.71019420838,10612.4299531369,9297.8573366506,9560.64850320181,10048.4085936458,8102.94245835158,11261.3746747247,9652.85147255057,9253.5683303015,9016.43282606348,10680.1313254833,8571.48339169172,10862.6839841225,10691.2140879558,10149.0907848772,9604.49715137595,10039.4257008581,9696.67724515234,9221.48965768001,9132.19948137397,9624.25530292619,11435.5622129507,7943.87978358402,11007.2026673121,11358.8510838809,8077.02024417975,10843.8703897087,11137.9820701387,8114.54621540651,8882.49354530453,9776.35319504975,9924.78566659507,8391.99566306252,10417.3345792641,11794.7928739453,7210.55284690729,9989.4113649605,11337.2945480732,9976.30164266624,13944.0174841331,9726.23402238451,7273.66520583351,9016.80777561729,8484.30748800748,10691.0643080511,4736.43718870274,8308.50301893587,9431.071560615,10781.7871732597,7528.91016659474,8466.87560527062,11501.2398008348,7954.50823361727,10027.3877074601,10591.0339830591,9270.89404494911,13911.5444682898,9795.88119699423,9325.79277989005,11221.7306900602,14008.7615781472
95,"CIV","Cote d'Ivoire","CIV.8_1","Montagnes",2,14411.0811099222,18025.8713387339,19227.0150960216,19023.3429372214,12574.3323700575,15896.948564322,12705.4792531984,17098.4781778478,15980.5914450077,20301.0110586693,14426.4288830363,19884.5231620539,19362.437492354,16710.2187266058,19901.3490521976,19615.8492422505,15546.4214623575,18168.8756678935,15893.3420325611,17686.5694748226,20350.7375313466,18121.9345817886,19011.9593481281,13874.9519745575,21782.1280261858,17842.163095357,15967.9712721083,17191.9923613668,18770.2952598823,20529.8144411374,21844.1316172937,18567.5598564538,14728.1168127154,19171.0074975681,20883.2809458144,16671.204236252,18414.5282359486,17200.4150740919,16861.7591311174,18347.4402307912,14924.3359567387,17524.7968912949,18121.7397350582,14572.9454953387,15171.4131242218,15884.8406496954,20574.6481315091,16126.3495405078,16157.7362108302,17703.4776306227,18805.8914113688,14808.479536958,17971.5295775657,16754.0718274192,14566.0037292211,18362.0406502603,19600.8290201157,16999.8465055279,20665.9488211829,19826.0487859375,13424.7089661824,17700.1526955337,16309.4880944766,19566.8367663272,19876.5978166195,16529.5040052955,17884.9609345643,19775.5106920135,15358.1072473426,14937.0932956372,14121.4243055151,16917.5192514343,17928.5431826055,16464.5042808648,17032.0696669438,17920.6194395694,14721.0363682045,22528.240123447,15428.1021440305,16412.353822283,15392.249257386,16135.3768163015,15774.2522481537,15501.9182568843,17691.8446981225,22464.3124845854,14767.7282729071,18944.901136016,17218.9560441666,15363.3992271197,17666.0388125534,22465.0026320289,20883.6392715426,17183.5161294327,14639.8160334681,14910.98217847,18266.1196176972,17105.6197283368,21121.5675540557,18618.1784729957
96,"CIV","Cote d'Ivoire","CIV.9_1","Sassandra-Marahoué",2,17934.1708359722,16559.2296027495,15872.6618478084,16637.9668824339,15750.3647980465,13021.2677315972,12110.0767066643,16380.1409466288,19430.6890137436,11773.9311166646,14192.7840495585,16624.7458860548,14104.9345773093,16191.7675867424,17544.558864871,19258.0282753722,16663.3877883369,16434.525110915,17556.7865778421,16911.9919152016,17412.4497027649,14602.8958336516,13968.7613076411,18369.6759575592,13443.9625423945,16042.3571023938,20197.5422300621,19450.4795760771,18487.5813708308,17385.6169311853,17105.5639200897,17895.8057783304,17138.9656397257,18092.8766374581,15877.2340196476,16266.0498538422,15124.454131339,15739.4348505117,18430.7077874732,18459.5761139983,12513.6155397571,17509.5866165523,13288.7008809921,21255.1833718589,17749.5545069662,15871.3772205135,15834.4099525112,12654.3147092328,16708.6806096209,22963.466908429,18142.0106344657,15820.0259492851,18580.6097427054,13845.5157098559,17950.6814968396,12688.7679434343,15749.0453525233,14970.5187717218,20142.7953791057,18184.4008658206,14181.7533793478,17366.4120268645,18542.3203093107,16192.5512209787,20574.2458063,16213.0905364434,12591.8944817538,19342.2885543815,15717.4134801967,19978.4610083646,15060.8864219978,16496.9142664913,19633.0766269391,13611.1628079951,15406.8255772531,15690.9888834141,15891.8020847209,17023.8263340741,18700.354188696,19319.9737386914,20073.7717419144,11958.0699351342,21641.416988708,16906.9307780492,15405.912615394,14593.075591856,18534.5816861753,16439.7498597374,13968.7330798629,18799.8502840989,17295.9404171928,17471.6942586191,17747.8041154628,16066.2053834242,15548.4495664966,19699.1687454427,15158.5573631161,18363.8869707614,18836.320250545,14499.3714478074
97,"CIV","Cote d'Ivoire","CIV.10_1","Savanes",2,12562.3792342713,13882.1779236053,14149.8323942577,15431.1024578045,14123.6611940003,12041.8076689268,15649.4367147074,14424.0417957252,15035.7128964805,13838.9897329585,15469.9566715485,12946.9719383324,12838.2249142125,13766.536299181,13611.7938407763,12978.831221838,13769.8004730761,15907.1497867313,13424.5949924236,13528.3847041541,14874.8065137645,13813.6560381367,14263.5811749595,16465.6918787433,15561.6111803975,16719.0784398231,12908.3602780414,14445.4723541402,13743.1680069008,15146.1636137418,13353.2046523433,13972.857304652,13750.2177780705,15769.4520211165,18644.7550213339,14524.4718547455,15794.8100120852,10949.4107590173,15752.3852044065,13617.2867548683,13881.4191427367,13803.3622839814,13444.7354372937,14151.1422790292,13913.5113866838,11626.4039583409,17474.5411687705,13202.5874309737,12575.5000377865,12222.1881315641,14725.7037432322,17529.0698921375,15721.6533908621,12638.9390999079,16125.2494369288,15152.0558328183,12167.6429755138,17148.4351878158,13455.7015799791,15758.2293879876,13946.9121215219,13849.5366757616,14780.7517215639,10924.1607122051,13540.3031572781,12481.2050716564,15150.3202337503,13150.2534931017,12967.0956026233,13198.7975344357,18000.3128721707,14863.0462160808,15288.8117990408,16762.4920716458,13222.7431045484,13859.165879986,12696.550658209,12995.803066856,14188.9812676123,11845.0710855874,13249.3356596455,16190.3293096153,14410.0086171454,11313.6724928477,10356.0099805956,12985.4145242526,17537.8711119911,16227.8764839753,13063.1796381141,14635.6288747118,14302.6500291582,14261.8299106218,12438.7333567851,10811.337428623,14103.7877158852,14740.1903377931,12145.5002716654,14972.7689009662,15298.3308376141,15215.4495531984
98,"CIV","Cote d'Ivoire","CIV.11_1","Vallée du Bandama",2,8697.61277026275,10841.2801776719,9434.83677272998,10557.5406867899,11214.3808623575,10761.2211636846,10789.7190218209,9620.35142878734,10034.1212741481,10226.5677936218,8858.00451978142,7388.23670884377,9804.83188548841,10383.4981543663,13960.2760819434,9242.83288063964,10408.1270882614,11664.7566500406,8927.39142422174,9504.33728425929,9575.33408624799,11676.0398383485,10854.0681961794,7970.10271348255,9529.40244015099,8255.11335807757,8869.20418759006,9636.11229428821,7939.91950283049,8728.81022204825,10387.6901648437,11381.3208655498,9037.01246223776,10937.2695972487,9786.35560379837,12533.3659184263,7104.61126331305,7763.72963503935,11669.4346738415,10526.7886205569,9708.78326489,12518.3052196464,10604.524203378,9719.90586458265,10861.1072706726,13335.4368782894,9483.78866656927,9695.97376948628,8962.50932934986,12673.9078331049,7672.35905903315,7649.13091400718,10493.3945305859,8072.10282716664,12016.1865758856,11737.8879103416,11864.8691995413,9594.51391046966,10525.0204305317,11298.0138321414,10419.4214890827,12018.8123821709,9866.09719115383,9708.70109802537,9465.46140388326,11331.8432461883,11254.2432527022,10328.8260871819,7274.87999838656,9213.74131966633,10972.7815410171,10315.6149612079,9987.45193424885,10474.8759963691,11121.8050629758,8720.23598243645,12258.9789265479,8159.90944753547,9431.08694435109,8785.73089395842,10946.095805808,8942.51670969774,9347.4124823564,11506.3847999562,7721.38563889852,7823.5784271219,9927.30306634673,10192.8561561073,9567.40695367444,12174.7573710458,11311.3310282041,10398.5949010368,9640.51206466377,10042.0690554624,10971.5138886434,9165.58695865729,11651.4910741388,12167.5453642527,9350.60412187909,9186.21105546338
99,"CIV","Cote d'Ivoire","CIV.12_1","Woroba",2,7927.36231320033,6220.72742732049,7023.64161097232,6879.84679684888,5707.90158597683,7753.99092162775,5856.21395078895,5758.81873149621,5655.59548882651,4483.9398839917,4934.79118295124,5624.37625510898,6044.01693616642,7221.83270802001,5140.28436972461,7512.50753369283,6269.92738070818,7385.66095339122,6956.8359943075,4979.39442252941,5648.72413377967,6433.37987845373,7567.37363919895,5596.91391288289,5448.7030404128,7277.86351166128,6611.05930017771,8318.28621979618,7041.80381449596,6643.98126154661,7253.05333097331,5773.85072566369,6652.86305770942,6896.22648963399,5974.4598560324,6932.24064377421,6230.02573998666,6828.99673888311,6306.74452253445,6242.1435065235,6499.10211213023,7795.73076808192,8575.49931433652,6776.47555386708,6711.47000729432,8076.99890057415,6170.4694548761,7092.16720319674,6290.27589643307,6258.64045017896,7971.63738788676,6609.58386382238,6359.1603235154,7294.75898344184,7047.23363883406,6165.39756811186,7628.89785560109,7064.7309372379,6535.73867284926,5554.71394541689,6604.0221726746,6894.21057772953,7184.08599524741,7646.77896850991,6101.42060270705,6844.96728045802,7337.17368480153,7696.10738261098,6505.36894383014,5598.47583350792,7645.69547223301,5800.30072145613,6524.04575631837,5774.72667337508,5740.36979671568,5743.08381801337,8652.82247853639,5831.3315520088,5251.91685270763,6953.03914931199,7691.4385454551,8317.40837992999,7028.77704609277,5797.43358029646,5895.33369769272,7934.52323599531,3937.02059978723,6685.07770626777,6747.69135126486,5988.63541938955,7122.27543765862,4660.9884898027,7648.59662626049,6759.01405947016,6201.45334759141,7455.8495468094,7793.05502088176,6088.75970637031,7441.00825088906,7489.5394787514
100,"CIV","Cote d'Ivoire","CIV.13_1","Yamoussoukro",2,2593.56432111918,2391.15639913243,2412.56577771481,2712.07563774809,2570.45347186461,3067.95011153169,2747.79515494934,2449.03049807556,1954.28468236419,2715.15587230959,2788.98702284295,2444.3176016104,2873.70495510266,2541.73008004519,2918.52915381924,2306.4047225117,2523.43501899991,2519.05236315833,2781.88010396992,2519.86441233682,3113.07294808647,3006.79656759739,2743.5622372994,2625.3426918271,2602.72304733797,2480.40173047055,3234.58847097071,2596.41788460183,2397.34267776919,2161.83328941534,2725.53606866484,2356.48009385071,2373.29995293273,2453.47531384414,2158.46229151347,2637.3757327199,2576.68484425567,2824.25362000139,2616.34634908812,2025.87606068508,2605.70499797634,1652.28907751082,2405.77155778983,2656.65772368525,2238.53119247041,2612.12178047352,2381.92080077163,3094.75921974571,2648.58103348074,2191.04328226495,2265.76334002986,2951.19077920932,2614.75476386575,1998.97787007736,2553.29872620701,2655.17631286636,2268.36813076997,3062.14594180132,2235.39950758211,3326.47477826445,3003.16537272667,2303.49085628903,2750.8113925343,2871.78327132613,2501.89487013592,2577.29970240747,2927.39540239669,2849.65740011922,2865.26898982124,2256.30199098664,2032.10345558715,2437.99180776688,2766.21241295154,3143.96807136536,2042.52780462828,2536.79234859395,2692.25575819622,3046.19510492666,2483.39732128945,2648.85886359153,2282.27840824402,2730.03949411037,2641.81484614628,2481.19616851207,2783.20791192122,2683.51839374952,2322.25890666337,2712.56353659019,2342.199459039,2956.3894440386,2306.21410844221,2858.63493965903,2371.34085790707,3082.47176016103,2152.37325874639,2275.19055759399,2757.55656705784,2119.30472469606,3114.9581090056,1992.801896615
101,"CIV","Cote d'Ivoire","CIV.14_1","Zanzan",2,4726.74912832072,6875.36333019729,5236.04504677302,6350.31226210141,6938.73751887327,6228.69756106146,6733.64042160271,6851.72808018619,8388.92085218473,6088.31296105486,6255.51480603064,6863.04017252412,6579.96126125328,7043.16056689126,6232.77274854012,6663.13526346747,6366.97536578397,5492.00050590156,7265.01424848045,6337.32815497852,5627.54412417035,5836.79851491839,8684.96020608831,6011.02540154035,6577.92578734338,7086.68127432768,5137.40980986585,6698.83830225668,5453.43166240359,7387.46018921346,5152.57608779218,5913.413994176,6597.42945769001,6595.04735137361,6888.57959967852,5657.68056010799,8601.45095362478,7383.33894397826,5725.30944370396,6461.39145504106,5203.97664753758,6975.88534647744,7235.37781181714,7159.18416267376,7017.9871394233,6637.02533055636,6194.62544318453,6128.44798937195,6462.76295477267,5361.57766027889,6192.66966875988,5765.03044272817,6873.84997668071,7426.26390062755,7050.79012098646,6265.92415090816,7169.39603932031,5501.85727058162,6990.40769446726,6074.31248409263,8266.08272011802,5831.70599370535,5960.22058115229,6105.00470578772,5320.01305834084,6947.80196511252,6191.31143962523,5454.84523770039,6538.45853584278,5917.57580004324,6166.14251562096,6770.81686411607,7012.46893445992,5734.31563118811,7816.62935172618,8375.86360305719,5546.45969795029,6500.09097087081,7374.81989779114,7860.42268232785,5736.61327249968,7856.76006077202,7140.65947858981,6620.49274653082,8341.0065552985,6133.38470053282,7061.47847507048,7054.46242712349,5771.40207048401,6003.94100439664,6843.41926368517,7062.92405261275,7074.27855587813,7408.55125809432,6103.00410579267,4810.78507206521,5952.68425842855,5744.01832694789,5555.65998331638,7167.37680820928
