"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
102,"SLE","Sierra Leone","SLE.1_1","Eastern",1,12470.7860467636,11924.7099744704,12314.4145096513,11563.0256754163,14194.5346426629,10313.8664486546,11884.0964179545,9892.17803857105,10748.1420487962,12960.216654659,11429.2176602046,13259.918037934,12478.3700838585,11501.1794875093,13253.3673069744,11577.144804196,11631.9241388144,12999.3006283165,12756.8821877259,12483.9622805849,11036.1279241834,12336.1260546326,15108.3223316627,12095.433312409,12890.063475714,12686.159379589,13740.4132328841,13628.8304011727,14394.8613602635,11232.368309261,12208.4944529711,12301.965974523,12149.1386777005,11558.4562314316,10915.4073199593,11153.337633285,11995.5415322634,11808.4205226304,9783.58354980222,11565.5805777652,11377.9028573973,11537.5302916301,12414.2365048519,12522.9988633982,11106.5393373669,12161.1219195366,9115.69147430203,11190.4721010433,12635.7954355504,10095.1071480296,11558.1738617995,13507.4452275048,11417.8885797089,10128.5171258718,10324.8527570098,13440.9667408092,12076.0197287932,14478.6210683454,11894.3831634471,13345.6265605922,10177.972104477,13969.690587132,12629.0609473705,10521.1964406834,11182.5232701924,12366.9920221976,11855.4893744769,12460.7636018534,11648.8451902456,10976.998883965,13747.9666261399,12676.1721036869,12868.2927181879,15019.6330903121,12294.7980551805,12231.2555976686,11020.0964413272,11766.8978631744,13277.9287864407,11126.3668227619,13390.2206748269,10595.1252936381,12238.8272628909,11616.0402709311,12990.4897212077,11820.8130364844,11873.3681641695,12586.6222929101,15827.7968326505,12024.774879322,12717.4879628367,11043.6558734009,12772.7006264953,11219.7919868067,10360.4397473879,12064.6092301936,9951.26526197574,10915.5763025857,13018.5473763392,12675.0838734375
103,"SLE","Sierra Leone","SLE.2_1","Northern",1,17147.1525088001,17714.8490929771,16021.7165390071,18392.2601052994,15465.1130567755,15905.5860925323,16308.8275640988,16696.1756465015,21742.8856099574,18878.5335707547,18316.4656783606,17337.3754059984,16844.4260634788,17751.0193544339,19705.7378682889,19197.7713761564,19804.1355785359,19114.8867143828,17984.9517165066,18437.8519491917,17701.7995895987,17303.8815280972,17327.7506345191,16295.3439637852,15759.5069371839,19186.1080005499,18240.5465881532,16664.664017244,19108.7907153721,15253.8431000317,18221.1305858235,18202.6434192874,17960.5741188259,21245.5185618302,17813.0332658833,17569.0502480354,18463.5845745725,19533.6608932804,18637.152303883,18011.1864488839,15285.8410151971,17276.9270980583,18081.51993633,18452.4604190094,17798.1542177292,17995.4532557603,16888.3368842649,17317.4793851573,18018.7914429421,20424.9711704565,16498.1835911379,17232.3392872847,16569.0430542832,20066.9951233794,16811.2588060272,17157.2960916046,18979.2601867704,18616.8789121386,15492.8001034124,17502.437881767,15846.0601658529,20778.4773824429,16765.0064601949,17551.6846190797,17257.4907891964,17875.8175680602,19048.8608546009,18177.566894678,16947.1958939968,16950.5714412426,20172.7195929009,19904.178564401,18290.0655064153,19393.3980391654,16538.9789732196,19375.3531927039,17617.4089869249,22847.6264614498,16490.8566030653,17541.5856014181,18170.1990603425,19344.2150558169,18784.3704530412,18052.7752661485,15983.9188811256,17913.1690904659,16734.4774742929,19642.8313908347,17375.8455256695,18328.2902868735,19854.1238598007,17387.480649709,17469.3836423178,17709.9908247251,20238.2406807152,17920.4759690981,17564.7358016905,16171.3975423454,15312.5580045702,18755.8536075822
104,"SLE","Sierra Leone","SLE.3_1","Southern",1,13481.1825874488,13075.1712224001,14150.9431903387,11444.3199231173,11879.0408225318,10957.4606973024,12466.5915264729,12275.017245674,12498.1804240119,10800.9691673173,11269.6150390481,13193.3464062458,11333.7240163914,11662.3423131984,13122.2456299491,11750.3038444557,11460.9572779205,10991.8782065278,12039.7593992138,10771.2114994638,11707.7820941411,13691.4707676433,11116.0045456208,10921.1407179978,12944.6970709632,12472.4721840256,10222.4468841709,11184.9607031751,10852.4904882719,12136.0136464754,10500.57201023,13386.8529001482,12400.3789467991,12486.7848339115,12652.1286041143,12660.8074822739,10961.0698836011,11299.3107150701,10830.3859596831,10462.4785593744,11499.2911104279,12446.9601297186,12032.703813876,11819.2605774516,10717.5179912776,10323.976007163,11928.5594232367,12855.5860880707,11024.7786837555,13413.5856501709,10828.3265609015,11121.6427096806,13260.1441230432,11549.6236064928,11925.1261655258,13421.6571003193,13790.6242044422,11776.409430399,11356.0660643245,11867.5573188095,10735.35335634,11548.0754240403,11632.6628550118,11832.868357238,13602.9214096208,11290.4833020496,12792.4580033748,14384.8080015677,12224.4918552332,12613.3930963143,13379.5123732909,10094.2148346845,12859.4466167507,10513.8100404151,11366.3756045518,11754.4259778342,8914.49349903349,10435.9180223637,11351.7045105868,13506.1431945578,13041.402603763,10802.1879094645,13204.8269208785,10356.1570911193,12817.8441656599,11537.0406538373,13183.0603168812,11073.4377938458,12600.5652236272,13120.1760843906,9875.41514953396,11600.8242018255,12139.9242905498,14080.255587013,13355.2745241028,12915.8770597274,12923.44339259,14143.4351398011,11750.0077752902,12823.9991791954
105,"SLE","Sierra Leone","SLE.4_1","Western",1,4518.80050995529,5220.59422134688,5316.55421403627,4269.74657305808,5192.87590123691,5457.71860821178,4151.11463004821,4384.66707776558,5702.71058886205,4609.16749645563,5298.31567151337,5174.5587417611,4962.21299873842,4908.84173272012,5308.6690692577,4455.48288621074,5719.31260538076,5014.83303794937,4459.43970740095,4869.46797928191,4659.81836250477,5020.41274882972,4124.70655537496,4544.64184931671,4727.46449717306,5247.46467800406,5178.30934721702,4895.819692599,4851.91438225208,4811.82428325118,4460.26539821854,4879.43869203901,4598.54892891777,5614.9519900896,4922.15827003194,5386.66379449663,4603.6930277071,4761.77106062305,5492.01638360449,4598.84501447882,4308.99385362784,5077.86953294219,5323.72025279655,5383.91706828819,5179.89578051031,5059.89017104275,4828.02124538634,4862.89361298726,4814.90952298905,4346.1302736334,5472.46113999955,4916.77299006402,3266.7653238005,4666.53000889746,3848.13068737745,4908.95210531539,5282.59028509351,4504.17581333858,6026.45822627771,4657.05722269984,4824.01234578238,5654.13250928226,4634.06110429205,4494.73945329184,4749.86142568105,5265.7673356705,5434.64546910242,4293.63769631376,5466.74174841944,5674.70708940831,4954.90083119809,5230.26598520392,5734.62941991331,5197.88664437248,4293.62288727373,5251.50937558999,5238.16073682971,6139.86666857183,5647.10531063428,4919.41993423887,6185.50600466339,4965.8643960352,4463.83647194429,4236.53575179413,5509.87093140305,4075.42678867486,5083.22573176297,4950.46841691644,5766.98502841573,4784.74797405941,5676.98499499333,5290.70435588083,5718.42805293335,5565.09663319864,4541.69110858395,4757.81830737061,5250.37265942951,5941.49222710558,4818.60095560638,4539.5855623037
106,"GIN","Guinea","GIN.1_1","Boké",1,7677.02535111556,6756.04447286795,7132.04536158574,5819.75856707644,5638.60808794225,8228.04361972371,6389.27611877976,6912.5061587117,7444.57575760469,7782.70302717018,5515.52619895538,6167.51935948174,8126.50838676286,7736.37751858356,8260.07963843944,6267.76538666956,6612.57458260774,6199.02694010242,5995.65574011054,8315.45838002679,6574.828106097,6242.9500412125,7198.35496184631,6994.61858201237,6848.55969332096,7716.23121918866,6957.5730090274,6748.54091652058,7077.32317885588,8140.8309047749,7435.23841263936,8047.35879029018,6633.5442495768,6783.85698076997,6933.11828643533,6661.74773111111,6893.07541879319,6768.80003313052,6916.08451021082,7545.23783389411,6631.00091730708,6639.05655162773,7833.21995858955,8274.22590888923,7084.23528985689,7885.28112162007,7318.68512896472,9469.9978547254,6878.62029873974,6698.77932716108,8551.64580832636,6541.68384765935,6211.72118693976,7101.22069500288,5818.35810741319,7102.53659052501,6372.10275275121,7411.46298160788,8056.83028866097,6582.44139304113,8373.91635574286,6921.03047091653,5636.13387413129,5602.47602036212,8582.49468807834,6266.8689442912,7624.01551904925,6846.74259544128,8003.8056125461,8609.62687380921,8312.85004495225,7161.98497231274,6952.75739404545,8039.72690696617,7550.62623296228,8053.19392027344,7443.90159499255,8404.79836472484,8139.35812885876,6935.76546063436,5218.14536693352,6700.30494600061,6323.38482484215,8382.22234167948,7163.0306496526,7157.23135898445,7131.57437555075,6963.63102843044,7155.96861999691,7838.68243455327,6974.50284513222,7381.88269303028,7123.70771507459,7584.72805471958,6621.18223184901,6451.15038582822,7148.2701176328,7892.66449551748,7946.24619056308,8137.820662534
107,"GIN","Guinea","GIN.2_1","Conakry",1,9463.33274688831,11223.7063703994,8805.26139924405,11385.7530561688,9008.35019380592,8738.38606495886,9823.08426802068,8758.65358012563,8581.32684519095,10097.3564085596,8947.19511838477,10066.0330743067,11326.2042087081,10649.4500302824,8891.29679344983,9858.73512526478,12026.0642227521,7514.34507848072,9868.7833107633,10633.2673389289,8819.25650647787,10103.8378866565,10095.3549377645,9342.76029605584,7827.55100971093,10176.9596205327,9201.3797291001,9166.96951929236,9746.55927710511,10569.1780677914,11256.885778796,11370.9603688053,10716.7727097138,8604.1810533233,11553.2302845015,10552.3281302085,8126.26299423153,8202.53610204792,11331.3110107032,9624.20675161173,9610.90132086904,9176.03427243875,8548.61367188666,8901.04945389625,12251.1285537057,8906.79163413648,11570.0385826844,7143.13178111827,9982.61057469889,10281.5847356218,9736.17541557971,11634.0205243104,10866.5855584109,8726.24606313239,9066.89485603347,8823.77572913226,10803.2754660627,10559.5101309414,9365.27577526473,10792.4668101272,10437.2693331783,10553.3289856906,10662.0207384168,9938.48121649879,10739.1525882149,10262.5160302639,10801.6894442191,11346.7029498718,9541.84968127702,8684.05662070932,10180.9896443385,8666.67545607074,8708.42450768511,9706.13020134736,11879.4488879298,10793.1455678199,9275.85872559644,9414.98472592881,10572.4507371319,12254.3441138774,10478.5381850587,10143.0619959561,10522.292887535,10315.2551239569,10595.4172445966,10598.5804964213,7905.51273222311,9358.47366920671,9233.76521253003,10245.514920905,8826.06279745102,11210.5737478484,8583.11666924759,12663.3222248732,9406.42820166897,8675.34458835129,9599.10920768925,10588.4017599724,9562.07524980816,8361.86229683545
108,"GIN","Guinea","GIN.3_1","Faranah",1,8652.595031746,8116.89035196703,7622.20569534905,6797.69970686502,9226.92394692491,7788.61030035998,7880.8644350673,8325.26240163427,8481.75154275269,7727.16223493742,8287.56462735128,8811.79206240942,8062.70854088095,9184.96339256504,9013.34254839989,7223.9305421166,8370.40566497847,8552.99383433473,7933.37282526863,8872.69671643286,7981.95670941923,8824.99730376747,7466.60082434954,7737.68065921123,9655.4159723879,8187.37892893675,6892.19431023204,7986.49286698134,7757.74225663691,9954.87323133998,7842.68044233392,8508.48146708995,8611.80209864919,9334.94622881079,9155.21860923301,7593.29166656359,9612.29770300002,7770.45377529437,10133.7074511347,7669.28759283725,8589.43764253198,7915.4564785957,10248.9967054345,7137.98298978461,7860.11111957899,9125.7757920227,8709.01858485915,9099.12750445748,9534.82629518996,9090.88048467738,10233.3433888903,8472.85466664598,7340.80549719723,8063.76676810718,8051.70178626314,8666.95210349375,8288.96875876989,8998.5835876013,7111.81670123802,7994.28838204378,8970.75769555123,8293.67296737637,7399.50887914971,8885.71669976767,8673.76011484478,6913.50475119495,7813.5529984568,9715.18436031958,9469.36502758806,8972.7212051542,7983.02191979658,8607.837390501,7711.70899193632,8599.70007057286,9503.10684019322,6937.76883844551,8823.02476700478,9471.03730404954,8487.26033706438,7978.32157423085,6933.57456093061,8665.63444133981,9351.89303500435,8436.77573606993,7997.37266271753,9092.66291598947,9228.14056340497,8502.77730379775,7658.9604853682,9090.69533428296,8137.7346414339,9284.03391411987,8226.15802716178,7750.74467406441,10558.1981136042,7773.12924178287,8323.44275905022,10055.9133001884,9334.7533574607,8277.55115301537
109,"GIN","Guinea","GIN.4_1","Kankan",1,16597.6240584467,17305.2006249682,16725.2206756901,16935.5432596547,18969.4574625709,16825.8754836179,17672.5835386189,20524.1426543219,17114.7829503224,18312.696811544,16281.9842188176,16997.1667390219,18413.9767441075,17157.5970584916,18592.7405371274,18268.4111122589,17036.1357041469,18285.5661498303,17500.4874930057,18525.7542811801,19984.3923140165,16656.6744385406,17561.9930885201,19608.5884682655,17779.455083063,17127.8103097522,16634.3400453398,21402.4595518068,17166.5944776135,16384.8905066189,18526.0131886199,19350.2072433495,21648.4734420866,20126.1107727662,18512.4756918054,16001.0878304447,16721.5963101127,16854.6482599852,17799.5423733082,18991.2795058921,19560.5363355107,20665.211720741,18266.4356626866,19045.5390069693,16439.1295355401,17973.061844149,18496.1740369629,16917.0522079428,17953.9218011618,18686.6820734164,22798.4758937058,16018.4400114602,14283.2043658025,18525.5799878631,14429.7308063256,16760.7767240104,19857.3673915369,19302.8779177881,18663.1151105638,19362.5545497445,18821.110438872,17215.4741904476,17203.5899411339,19301.1882728856,14425.4478373972,18229.2464887867,19236.6905390371,17738.7729103276,17790.2355775181,17292.2990896582,16984.9165948327,15989.605430045,17129.9015221207,19957.4925335649,18860.7969887221,21351.9398484927,12974.3163954166,18284.6868599348,19370.2281043816,19472.3406027184,19244.1255256308,22069.3159740585,15485.3140655933,18630.6129568477,16144.9582040396,17396.4264883005,21034.8999446135,16444.8752961093,17592.7850129217,19633.6307090373,17364.0245873627,16218.9395062326,14396.0529528856,14347.6111177147,20217.163972525,17757.1089862657,18865.8497613835,15522.7730071471,18213.3912190974,17038.7049388285
110,"GIN","Guinea","GIN.5_1","Kindia",1,12662.2245320597,13952.9069193868,13840.2903449916,14476.3861510257,13271.5266921706,12985.0961965488,12167.3317106363,14619.3305646843,12685.926770149,13532.1144153584,14384.8439632631,15444.7688101753,12695.448235802,15279.2407362172,13817.2847287777,13694.2936184746,14130.7834220715,13780.5146562994,12012.5375813871,13497.3547381329,14830.537874791,13770.1134655426,12197.1425942716,11722.0037436793,13641.4274640244,14383.8262318097,13501.9223846476,12730.7602141622,13622.7392424601,13831.0872311438,13363.6986472545,12598.9178520662,13217.0672466386,13704.257017859,18300.8775518684,12974.2126144561,15697.1549499971,13134.7697221099,15072.6052242808,11540.5679521954,13233.7626144365,14296.5220892376,14369.3650485354,14526.3774030646,14034.0405385836,14985.2686925512,14935.7708822831,13840.929271486,10145.3125713133,15627.7943003604,15836.8068357518,14174.1590405517,15034.4817565585,13243.4250620632,15073.3768673248,13591.012662952,13048.785958052,13414.2158838243,14344.2138206912,15028.6148114869,12772.1355943006,15774.8864615922,11369.1652505317,15283.4503640364,13601.2816364376,13773.8307896696,12896.3389353032,15321.9590009158,13527.6498846028,14150.0810208313,14506.7373555596,13336.182433526,13699.5510772125,13693.5371852506,13422.2635581965,13260.7312423194,11248.3990891913,9205.80877310639,16623.0664420431,14395.0267451407,12171.8291253515,14576.2834939935,12179.1885659537,14182.5467654909,13954.5626980516,13547.4870689091,14840.9181727772,15598.3346895004,14875.6477536522,15822.3981092241,13216.4972747591,15573.8962785576,14404.5630322207,12864.3264221486,14560.4061966664,16535.9155010172,14826.328474438,12458.8239588443,12990.3033560536,14161.1845002425
111,"GIN","Guinea","GIN.6_1","Labé",1,8361.17797833267,8485.57376246032,7872.56706727322,9347.33130536665,8934.90370134612,7382.80018837794,7963.999408333,8361.22782801322,8305.82548814121,7312.33553855663,7972.18390930907,7755.4137447177,7843.6904186342,7501.63613405575,7314.50504191357,7117.90974635055,6830.86450848935,7627.7183599837,6620.20573541187,7113.14685696089,7340.51214136799,7636.28618325621,8156.20191785344,6851.32032782909,7382.70380479434,6505.79005651109,8288.50644996145,7195.06051627001,7646.15928700066,8096.38880614619,7324.66488378901,7001.67730403449,6950.14408529591,8246.39674274396,6773.33578556815,6589.08079952083,7057.66649555011,7262.31418353706,6386.71979787414,7157.88952603707,8494.34839144106,7913.72482237421,7246.03317336238,8645.4080168434,5644.18452423437,7421.00310322144,7693.39085131906,6992.12821175874,7540.40943988353,7391.21844158153,8153.97754592025,6089.38932698444,7769.87931118713,8010.13679614942,7267.71363360006,7147.19231688407,7635.05640971354,8298.99671061995,6979.95495797887,6748.49953347344,6604.31752182416,7521.85186055171,8206.15283979849,6930.38392322499,8729.57023356151,8229.81691386692,7115.89986322015,9438.63009344639,7268.12216175842,6808.33004997672,8296.08755689786,8186.00851759043,6436.07659556195,7269.26864885085,7003.02553181264,7240.61714722778,8423.48874702992,8824.64380979318,7934.54606902117,7825.48603850601,5940.72420005953,8815.24252109916,7582.18998381642,7258.53435797011,7435.66681032714,8485.27330631837,8497.22240175383,7838.58590714519,6723.06498179365,6738.36120343852,6987.94431295158,7312.02374208242,6420.10726033423,9449.16243307385,7605.22376797931,9053.40496351007,9089.12813251723,7441.86735679738,7773.14778541083,7619.17398849863
